Rk,Player,Season,Age,Tm,Lg,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%,Draft Participant,Combine Participant,All Rookie Team,Overall Pick
178,Cody Zeller,2013-14,21,CHA,NBA,2.6,82,3,1416,172,404,172,403,0,1,146,200,118,235,353,92,40,41,87,170,490,0.43,0.43,0.0,0.43,0.73,0.5,1,1,True,4
179,Ryan Anderson,2008-09,20,NJN,NBA,2.5,66,30,1312,160,407,91,218,69,189,98,116,104,207,311,52,44,20,63,157,487,0.39,0.42,0.37,0.48,0.85,0.53,1,0,False,21
180,Omri Casspi,2009-10,21,SAC,NBA,2.5,77,31,1931,300,672,225,469,75,203,117,174,75,274,349,95,54,17,98,125,792,0.45,0.48,0.37,0.5,0.67,0.53,1,1,False,23
181,Glen Davis,2007-08,22,BOS,NBA,2.5,69,1,940,107,221,107,221,0,0,99,150,95,113,208,28,31,20,65,160,313,0.48,0.48,,0.48,0.66,0.55,1,0,False,35
182,Jameer Nelson,2004-05,22,ORL,NBA,2.5,79,21,1612,286,628,242,487,44,141,73,107,52,141,193,237,78,3,117,199,689,0.46,0.5,0.31,0.49,0.68,0.51,1,1,True,20
184,Josh Richardson,2015-16,22,MIA,NBA,2.5,52,2,1107,123,272,70,157,53,115,42,63,21,86,107,73,36,25,35,107,341,0.45,0.45,0.46,0.55,0.67,0.57,1,0,False,40
185,Sean Williams,2007-08,21,NJN,NBA,2.5,73,29,1278,164,305,164,305,0,0,81,133,115,207,322,28,28,106,70,193,409,0.54,0.54,,0.54,0.61,0.56,1,0,False,17
186,Justise Winslow,2015-16,19,MIA,NBA,2.5,78,8,2232,195,462,163,346,32,116,80,117,81,322,403,117,68,26,95,184,502,0.42,0.47,0.28,0.46,0.68,0.49,1,1,True,10
188,Jordan Clarkson,2014-15,22,LAL,NBA,2.4,59,38,1476,267,596,229,475,38,121,131,158,56,135,191,206,51,12,96,109,703,0.45,0.48,0.31,0.48,0.83,0.53,1,1,True,46
189,Paul George,2010-11,20,IND,NBA,2.4,61,19,1265,179,395,138,257,41,138,77,101,37,187,224,65,62,26,70,127,476,0.45,0.54,0.3,0.51,0.76,0.54,1,1,True,10
190,Eddie Griffin,2001-02,19,HOU,NBA,2.4,73,24,1896,244,666,154,393,90,273,64,86,117,299,416,53,17,134,47,117,642,0.37,0.39,0.33,0.43,0.74,0.46,1,1,True,7
191,Maurice Harkless,2012-13,19,ORL,NBA,2.4,76,59,1974,260,564,228,447,32,117,73,128,122,213,335,50,88,62,69,144,625,0.46,0.51,0.27,0.49,0.57,0.5,1,1,False,15
194,Meyers Leonard,2012-13,20,POR,NBA,2.4,69,9,1206,151,277,148,270,3,7,72,89,80,175,255,33,11,38,49,168,377,0.55,0.55,0.43,0.55,0.81,0.6,1,1,False,11
196,Patrick Patterson,2010-11,21,HOU,NBA,2.4,52,6,868,149,267,149,265,0,2,30,42,86,114,200,41,17,37,31,77,328,0.56,0.56,0.0,0.56,0.71,0.57,1,1,False,14
197,Rajon Rondo,2006-07,20,BOS,NBA,2.4,78,25,1831,188,450,182,421,6,29,119,184,74,218,292,297,128,8,137,181,501,0.42,0.43,0.21,0.42,0.65,0.47,1,0,False,21
198,Iman Shumpert,2011-12,21,NYK,NBA,2.4,59,35,1705,214,534,166,377,48,157,87,109,42,144,186,164,101,8,111,173,563,0.4,0.44,0.31,0.45,0.8,0.48,1,1,True,17
199,Josh Smith,2004-05,19,ATL,NBA,2.4,74,59,2050,274,602,270,579,4,23,163,237,147,310,457,127,59,144,135,157,715,0.46,0.47,0.17,0.46,0.69,0.51,1,1,True,17
201,DeMar DeRozan,2009-10,20,TOR,NBA,2.3,77,65,1664,255,512,251,496,4,16,148,194,66,157,223,53,43,18,62,176,662,0.5,0.51,0.25,0.5,0.76,0.55,1,1,False,9
202,Kevin Durant,2007-08,19,SEA,NBA,2.3,80,80,2768,587,1366,528,1161,59,205,391,448,70,278,348,192,78,75,232,122,1624,0.43,0.46,0.29,0.45,0.87,0.52,1,1,True,2
203,Randy Foye,2006-07,23,MIN,NBA,2.3,82,12,1879,300,691,232,506,68,185,164,192,49,169,218,232,53,21,152,184,832,0.43,0.46,0.37,0.48,0.85,0.54,1,1,True,7
204,Trey Lyles,2015-16,20,UTA,NBA,2.3,80,33,1382,191,436,142,308,49,128,57,82,59,240,299,59,26,18,65,114,488,0.44,0.46,0.38,0.49,0.7,0.52,1,1,False,12
205,Elfrid Payton,2014-15,20,ORL,NBA,2.3,82,63,2489,301,708,290,666,11,42,118,214,107,242,349,533,142,20,203,193,731,0.43,0.44,0.26,0.43,0.55,0.46,1,1,True,10
206,Kyle Singler,2012-13,24,DET,NBA,2.3,82,74,2293,275,642,205,442,70,200,100,124,109,221,330,77,57,37,98,217,720,0.43,0.46,0.35,0.48,0.81,0.52,1,1,True,33
208,Tiago Splitter,2010-11,26,SAS,NBA,2.3,60,6,738,101,191,101,190,0,1,76,140,72,129,201,26,29,17,32,91,278,0.53,0.53,0.0,0.53,0.54,0.55,1,1,False,28
209,Evan Turner,2010-11,22,PHI,NBA,2.3,78,14,1797,225,529,211,485,14,44,101,125,42,264,306,159,49,14,80,138,565,0.43,0.44,0.32,0.44,0.81,0.48,1,1,False,2
210,Patrick Beverley,2012-13,24,HOU,NBA,2.2,41,0,713,79,189,43,93,36,96,34,41,45,64,109,117,37,21,44,83,228,0.42,0.46,0.38,0.51,0.83,0.55,1,0,False,42
211,Gorgui Dieng,2013-14,24,MIN,NBA,2.2,60,15,818,113,227,112,226,1,1,59,93,103,197,300,39,30,50,54,108,286,0.5,0.5,1.0,0.5,0.63,0.53,1,1,True,21
